,label
115957,1
112956,0
55307,0
29788,1
122940,0
81104,1
57449,0
48619,0
106211,0
59695,1
117548,0
11381,0
43690,0
84141,1
109609,1
32507,0
12229,0
18779,0
42037,0
37348,0
104162,1
118400,0
26486,0
100073,0
75109,0
10672,0
8092,1
112640,0
97607,1
64287,1
66248,0
26869,1
17819,1
41868,0
46931,0
6976,1
69281,0
110516,0
54050,1
48682,0
113637,1
101809,1
1543,1
96846,0
1824,0
51657,0
15355,1
121502,0
68581,1
80980,1
43830,0
75898,1
13267,1
119887,1
56272,1
36773,0
60097,1
28616,0
29699,1
116165,0
91846,1
95421,1
46091,1
25447,0
121499,0
12950,0
90739,0
2724,1
118468,1
45184,1
23803,0
98641,0
71183,1
96656,1
102400,1
102204,1
73724,0
43194,1
43035,1
98241,0
82551,1
28998,0
60680,1
107873,1
63395,1
72709,0
50512,1
29111,0
54218,0
75390,0
47608,0
91985,1
57787,0
61820,0
38359,1
6843,1
74605,1
49551,1
85601,0
33308,1
43122,1
90204,0
113639,1
101512,0
1540,1
113541,1
17590,1
34046,1
113498,0
76115,0
97656,1
37651,0
35469,1
110368,0
117815,0
25326,1
47425,0
110833,0
51101,1
11886,0
86034,1
94320,0
14149,1
113988,1
89918,0
74064,1
18421,1
43598,0
83229,0
113298,1
112399,0
85572,0
36401,0
47581,0
52867,1
50267,0
18420,1
15477,1
69977,1
81054,1
59410,1
68375,1
20205,0
41600,0
111600,0
73692,0
40911,1
102813,0
73482,1
55720,0
94214,0
78558,0
68969,0
122182,0
70076,1
114113,1
86500,0
46780,1
70175,1
123610,0
116600,1
22693,1
55539,0
115761,0
67408,1
23603,0
88272,0
66485,0
110455,0
84007,1
103366,1
54762,0
24369,0
97492,1
14277,0
44096,0
72992,0
116918,1
89656,1
32590,0
40265,0
8684,1
101726,1
59217,0
70023,1
27593,1
71340,1
16107,0
14131,1
54593,0
1900,0
79462,1
20178,0
2968,1
74847,0
114525,1
112932,0
32939,1
74914,0
6006,1
75244,0
16816,1
104064,1
10163,0
6748,1
78175,1
30787,1
4143,1
27972,1
54193,0
80341,1
37709,0
72347,0
86278,0
43595,0
59188,1
24635,0
102506,1
23541,0
35124,1
12986,0
42780,0
80040,1
6110,1
114278,1
86663,1
68233,1
101861,1
31418,1
26821,1
66942,1
20225,0
100365,0
86349,0
40915,1
3099,1
9400,0
5561,1
62657,1
84581,0
51022,1
35267,1
39657,0
41899,0
19047,0
32830,1
76130,0
69794,0
104556,1
122743,0
26306,0
113001,0
86552,0
37503,0
94269,0
79559,1
123024,0
27513,1
111889,1
32020,0
71525,1
26550,1
103372,1
59306,1
98456,0
107348,1
12330,0
92378,0
36626,0
86833,1
18952,0
67350,1
108113,0
122977,0
79278,1
26136,1
60508,1
58746,0
105074,0
10757,0
30823,1
46713,1
19085,0
39344,0
25418,0
41685,0
114493,1
52730,1
14341,0
82703,1
38447,1
102955,0
106428,1
56459,1
107537,1
83701,1
105334,0
31997,0
97692,1
75081,0
34351,1
35760,1
102755,0
55275,0
44803,1
102224,1
50441,1
94010,0
33054,0
33345,1
118264,0
86905,1
2542,0
103779,0
108540,0
28009,1
4679,1
42100,0
120860,1
43656,0
83416,0
23285,1
95200,1
49254,1
108126,0
30076,0
94021,0
101938,1
30958,1
69584,0
106515,1
18912,0
45448,1
42266,0
101748,1
45554,1
67640,0
26059,1
109465,1
87575,0
89712,1
11114,0
75290,0
9418,0
122250,1
121926,0
19626,0
58525,1
29962,0
107727,1
105920,0
10064,0
92485,0
101731,1
2726,1
52459,1
62314,0
65269,1
83703,1
94590,0
90461,0
60034,1
8535,1
38637,1
83881,1
32257,0
40388,1
26694,1
78017,0
113968,1
75339,0
10658,0
29891,0
83155,0
72761,0
113806,1
16986,1
95821,0
110556,0
10045,0
84248,0
18657,0
54746,0
79494,1
103454,1
22364,1
61298,0
58816,0
122256,1
51173,0
15866,0
116147,0
34752,1
102209,1
119333,0
2997,1
63603,1
46338,1
95316,1
31049,1
68583,1
102599,1
102590,1
99434,0
79342,0
109969,1
113182,0
48757,0
120627,0
76702,1
117902,1
56102,0
27300,1
72538,0
73985,0
8033,1
64675,0
99123,1
111386,0
107125,0
16133,0
106490,1
47325,0
104038,1
92077,1
53524,1
103897,0
78307,0
56107,0
86723,1
31387,1
109142,0
71122,1
68202,1
46450,1
98051,1
45936,1
21372,0
40360,1
54417,0
59521,1
43231,1
102664,1
54374,0
43222,1
24499,0
70771,0
45249,1
55966,0
94239,0
65336,1
52150,1
74954,0
90614,0
76547,0
105040,0
91304,0
61677,0
14146,1
91766,1
100770,0
76451,1
7090,1
75124,0
66154,0
106016,0
36040,1
13700,1
42569,0
9392,0
47320,0
67329,1
71169,1
98027,1
2259,0
63390,1
35621,1
87484,0
34406,1
362,1
117286,0
34960,1
37720,0
58934,0
39903,1
82944,1
119439,1
13235,1
18664,0
119692,1
122564,1
46148,1
40557,1
95580,1
57862,0
54940,0
76352,1
111125,1
93692,1
113629,1
110415,0
82924,1
19482,0
91045,0
2323,0
106526,1
3995,0
14625,0
13656,1
41816,0
31814,0
108819,1
76111,0
121493,0
110852,0
101296,1
71440,1
47590,0
94570,0
72879,0
2831,1
112150,0
78724,0
74153,1
60243,1
99193,1
6980,1
93002,1
47187,0
4051,1
47335,0
80560,1
59144,0
60915,0
101703,1
83403,0
10123,0
63495,1
66965,1
9492,0
99171,1
39578,1
108876,0
58461,1
116719,1
37913,0
58908,0
34491,1
55053,0
48223,0
120617,0
56861,1
98033,1
89013,1
73897,0
49356,1
11212,0
15837,0
56337,1
12071,0
114011,1
22255,1
64572,0
70761,0
43867,0
59344,1
84334,0
80728,1
102515,1
61322,0
10628,0
52377,1
5541,1
11562,0
7875,1
110,0
2372,0
87801,0
100679,1
93764,1
8748,1
14117,1
24310,0
22926,1
77837,1
42219,0
33802,0
94930,0
5154,1
64801,0
82925,1
91182,0
79884,0
108203,0
104217,1
116755,1
18391,1
41758,0
12728,0
120313,0
96868,0
29538,1
94816,0
101461,0
61254,0
91300,0
38939,0
80160,1
20166,0
123540,1
100243,0
28417,0
90255,0
48655,0
102448,1
82796,1
59623,1
4911,1
95087,1
6872,1
11987,0
60579,1
89875,1
100555,1
115849,0
113665,1
10512,0
85458,0
120555,0
94502,0
10779,0
87550,0
33680,0
96930,0
113367,1
43171,1
40442,1
84394,0
91823,1
5779,1
76581,0
46565,1
99796,1
83519,0
20803,1
94480,0
92794,0
87117,1
109312,0
89531,1
22541,1
32098,0
119588,1
102019,0
32005,0
72973,0
35480,1
79343,0
53686,1
81592,0
60322,1
19297,0
71806,1
105950,0
83856,1
66834,1
51422,0
69148,0
85832,0
45145,1
26748,1
108607,0
102760,0
97822,1
83317,0
79067,1
69436,0
51021,1
17562,1
64924,0
97310,0
110895,0
66438,0
60858,1
113901,1
96135,0
78031,1
91646,1
79480,1
1815,0
65770,1
17549,1
24095,0
65933,1
102899,0
15702,1
81632,0
66906,1
102942,0
26050,1
94821,0
13631,1
62822,0
15803,1
22895,1
66511,0
72310,0
94395,0
34440,1
60132,1
4218,0
20902,1
65990,1
65874,1
66316,0
20068,0
55109,0
32192,0
60244,1
92413,0
112001,1
22059,1
63361,1
69953,1
99826,1
60571,1
10056,0
14231,1
58629,0
98436,0
115130,0
35452,1
57301,0
21371,0
4253,0
77408,1
22125,1
45808,1
101159,1
76496,0
36521,0
77039,0
74473,1
119909,1
53501,1
9760,0
95562,1
90322,0
70670,1
20356,0
92017,1
47116,0
104711,0
90885,0
74403,1
95158,1
53852,1
80499,1
24368,0
119404,1
1332,1
54274,0
59248,1
90167,0
22637,1
2854,1
22570,1
116736,1
69886,0
102013,0
83934,1
37267,0
34818,1
33195,0
52966,1
37927,0
64241,1
79404,0
48220,0
54824,0
65053,0
111638,0
120654,0
16601,1
28286,0
36465,0
22938,1
77133,0
83702,1
41608,0
85943,0
114594,1
43580,0
114178,1
92145,1
37294,0
19736,0
112098,0
31462,1
109658,1
29803,1
50043,0
29163,0
101269,1
29252,0
99884,1
111609,0
11421,0
69164,0
94568,0
16895,1
9980,0
82448,1
35250,1
53757,1
117068,0
109910,1
66075,0
16998,1
7326,1
1246,1
84641,0
102575,1
82726,1
104325,1
114530,1
72589,0
28137,0
37218,0
70447,0
65663,1
112721,0
115227,0
54750,0
107696,0
78600,0
100665,1
52199,1
34751,1
65153,0
53782,1
109791,1
27191,1
54360,0
7339,1
64676,0
62274,0
16638,1
64719,0
25546,0
38576,1
73696,0
31962,0
117151,0
118120,0
57313,0
58731,0
59996,1
22096,1
25867,0
58404,1
22988,1
93171,1
66605,0
91495,1
96599,1
51463,0
5381,1
11402,0
89853,1
90543,0
67412,1
99872,1
76541,0
114124,1
96640,1
74897,0
36657,0
111683,1
96720,1
107918,1
3095,1
43843,0
99388,0
109924,1
117814,0
88192,0
115767,0
46374,1
105499,0
54474,0
73043,0
28275,0
22889,1
29892,0
64375,0
64991,0
51513,0
113714,1
17715,1
22326,1
100256,0
84489,0
48913,0
43378,1
71417,1
14643,0
116591,1
100534,1
29912,0
10752,0
38625,1
15346,1
31486,1
86193,0
27343,1
55328,0
17877,1
113320,1
27402,1
33334,1
69314,0
94291,0
44277,1
123134,1
111055,0
34382,1
75799,1
98729,0
78244,1
122189,0
78449,0
8525,1
65929,1
69583,0
3027,1
27869,1
75413,0
36574,0
69090,0
67465,1
36835,0
77563,0
72318,0
120130,0
74584,1
75496,0
48185,0
76214,0
37847,0
109288,1
102202,1
26561,1
75201,0
7751,1
16933,1
20513,1
110149,1
115448,0
97429,1
112968,1
1852,0
72243,0
93674,1
63093,1
65413,1
36001,1
59636,1
96508,1
60613,1
11494,0
80207,1
28260,0
88349,0
98986,0
58085,1
45726,1
60151,1
117844,0
549,1
54763,0
123680,1
22714,1
7433,1
106685,0
101816,1
37385,0
118654,1
7128,1
65906,1
51190,0
6184,1
30333,1
113450,0
13618,1
16461,1
572,1
70850,0
91037,0
111414,0
34201,1
54985,0
27176,1
54239,0
107849,1
96983,0
63799,1
31685,1
85554,0
45453,1
98982,0
115712,0
4896,1
74506,1
85152,1
97933,1
32188,0
270,1
60317,1
10182,0
65023,0
10501,0
5772,1
114311,1
80024,1
87956,0
29066,0
52094,1
94730,0
26103,1
36747,0
8683,1
117300,0
12331,0
88203,0
36458,0
36100,1
73875,0
84140,1
58439,1
2660,1
81888,0
90120,0
97670,1
52618,1
68556,1
87256,1
35384,1
68239,1
76878,1
11313,0
60808,1
93631,1
50035,0
122711,0
17172,1
10890,0
21192,0
17364,1
13957,1
40114,1
33705,0
63290,0
85318,1
116536,1
39700,0
88979,1
35274,1
94217,0
14409,0
113663,1
47179,0
12476,0
110778,0
43840,0
45860,1
5098,1
7843,1
75982,0
67508,1
59908,1
76842,1
60264,1
84635,0
29537,1
55010,0
52792,1
82704,1
50040,0
112479,0
39090,0
85889,0
116414,0
113161,0
93908,1
42726,1
117162,0
39166,0
90611,0
92256,0
96703,1
93514,1
19114,0
19681,0
59374,1
92695,0
32231,0
92214,0
89567,1
52844,1
86196,0
2694,1
70666,1
75826,1
55816,0
102141,0
11922,0
71248,1
70359,0
45834,1
28751,0
86869,1
89770,1
110094,1
94519,0
38456,1
89583,1
84714,0
59013,0
24971,1
33325,1
7730,1
73940,0
104701,0
116191,0
6561,1
80194,1
72759,0
4859,1
121418,1
68329,1
42768,0
32086,0
96034,0
37686,0
116497,1
63962,1
77075,0
18944,0
114214,1
27666,1
24370,0
4306,0
120273,0
10154,0
85777,0
39622,1
113744,1
70794,0
38953,0
43818,0
94700,0
54426,0
6650,1
15359,1
34966,1
39087,0
72202,0
23491,0
89225,1
58018,1
45119,1
47795,0
81346,0
50186,0
101876,1
85786,0
73759,0
64878,0
99438,0
112961,0
67074,0
8954,1
40949,1
62983,0
74050,1
122375,1
42795,1
18347,1
72983,0
17810,1
31991,0
80139,1
18078,1
16414,0
75354,0
119360,0
63569,1
108398,0
26985,1
26491,1
54355,0
56504,1
85073,1
99645,0
75468,0
97793,1
112882,0
104864,0
62510,1
70241,1
94680,0
71974,1
52333,1
48044,0
78072,1
96711,1
121092,1
60856,1
105122,0
16293,0
109817,1
14169,1
47264,0
43754,0
46498,1
39049,0
59392,1
45141,1
79512,1
1704,0
33571,1
117984,1
116031,1
107312,1
32283,0
81430,0
89951,0
66088,0
110738,0
15976,0
111573,1
16962,1
14785,0
60648,1
82786,1
114668,0
103512,1
5836,1
105497,1
9975,0
37601,0
69651,0
100394,1
57035,1
63500,1
33482,1
38434,1
26220,0
18719,0
21368,0
29389,0
54265,0
50028,0
73010,0
26118,1
62655,1
87873,0
71307,1
52178,1
36913,0
96617,1
119866,1
23188,1
112402,0
120226,0
61740,0
111566,1
19570,0
121888,0
93682,1
30014,0
62333,0
78336,0
114051,1
116907,1
48746,0
113807,1
59955,1
18956,0
63274,0
63608,1
43234,1
57460,0
64602,0
77238,1
30296,1
49784,1
66570,0
42757,0
89559,1
40683,1
60366,1
116394,0
116379,0
65754,1
25980,1
119523,1
51593,1
31666,1
19315,0
71676,1
86152,1
47885,0
39153,0
54266,0
54803,0
38223,0
108751,1
21743,0
83567,0
74406,1
40375,1
88083,0
97437,1
7321,1
7335,1
46093,1
88724,1
88516,1
41668,0
117200,0
20793,1
90366,0
4961,1
121306,1
72658,0
23944,0
10216,0
81097,1
82153,0
48460,0
11985,0
122260,1
67867,1
106033,1
23243,1
100602,1
5879,1
81717,0
75957,0
114694,0
38536,1
70002,1
47848,0
90708,0
41449,1
15343,1
17689,1
17437,1
105091,0
98229,0
106485,1
6516,1
57808,0
98178,0
33552,1
48778,0
120547,0
18686,0
13915,1
11778,0
77174,0
15669,1
2113,0
51776,1
67193,0
26394,0
30452,0
91702,1
12168,0
60847,1
64123,1
97765,1
42442,0
106963,0
58932,0
17867,1
116828,1
19277,0
110406,0
92248,0
118816,0
58229,1
81910,0
43384,1
13087,1
75387,0
114353,1
121403,1
42097,0
77417,0
30301,1
101020,0
55040,0
84364,0
25742,0
18216,1
46918,0
64193,1
69568,0
70950,0
121149,1
56845,1
123104,1
50856,1
30953,1
1684,0
112593,0
34463,1
65272,1
6657,1
41509,1
7431,1
57102,1
77590,0
91889,1
8768,1
117304,0
70365,0
57412,0
100363,0
4081,1
8822,1
40678,1
256,1
14994,0
43466,1
93746,1
95284,1
94969,0
100812,0
67157,0
20831,1
78042,1
46342,1
120095,0
24665,0
12750,0
26632,1
90378,0
44697,1
81796,0
23273,1
39845,0
37076,0
48209,0
84839,1
16062,0
24380,0
107174,0
24528,0
86138,1
107003,0
56294,1
41344,1
108482,0
50077,0
20097,0
25074,1
10330,0
51133,1
94253,0
43440,1
51526,0
106776,0
116977,1
103815,0
84915,1
29267,0
6370,1
11163,0
17688,1
57375,0
45848,1
101921,1
18627,0
62936,0
103432,1
28186,0
27781,1
121086,1
103447,1
34271,1
121177,1
28473,0
28424,0
97761,1
75366,0
37288,0
17213,1
78745,0
56872,1
95097,1
22780,1
99880,1
122562,1
71682,1
48520,0
20713,1
89953,0
56496,1
47579,0
58779,0
109652,1
37284,0
51982,0
110016,1
52891,1
46328,1
123557,1
3935,0
83223,0
101990,0
59688,1
18621,0
63364,1
86782,1
107834,1
119812,1
65392,1
101156,1
52065,1
2787,1
39835,0
63703,1
77032,0
68280,1
82295,0
102573,1
116156,0
92720,0
36682,0
67211,0
105568,0
114666,0
83361,0
88432,1
80124,1
5809,1
122301,1
71205,1
9986,0
57363,0
32335,0
23870,0
89433,1
78011,1
123244,0
28446,0
30686,1
73729,0
123107,1
94625,0
98507,0
85338,1
27667,1
5709,1
98883,0
72241,0
71172,1
35174,1
39100,0
25245,1
3818,0
39189,0
99296,1
39527,1
87654,0
55181,0
55526,0
95243,1
69631,0
8600,1
85821,0
56069,0
4009,0
83134,0
94064,0
24710,0
62747,1
36934,0
112124,0
114736,0
21995,1
4446,1
24149,0
102557,1
80803,1
84429,0
15891,0
55335,0
54252,0
96061,0
63006,0
57681,0
72205,0
50832,1
118013,1
60488,1
36274,0
108248,0
15044,0
101314,1
68829,1
112046,1
102626,1
70497,0
62252,0
59545,1
57411,0
74620,1
105564,0
113009,0
118201,0
25129,1
82783,1
15194,0
55889,0
65083,0
55905,0
88851,1
46345,1
116710,1
123633,1
121943,0
109599,1
64112,1
86882,1
4851,1
108335,0
122605,1
830,1
117406,0
54483,0
95388,1
117896,1
3241,0
90356,0
100016,0
32181,0
25208,1
90125,0
40737,1
98201,0
85668,0
99892,1
2818,1
48077,0
109146,0
12853,0
22663,1
9129,1
86897,1
87383,1
100713,0
76128,0
64111,1
91752,1
69556,0
123627,0
57901,0
53415,1
31743,0
72945,0
19468,0
86382,0
55245,0
83553,0
31072,1
49636,1
5743,1
21286,0
84758,1
12036,0
21448,0
95555,1
4623,1
121670,0
55672,0
83937,1
41146,1
115561,0
44923,1
7363,1
51709,1
121160,1
64528,0
50183,0
78122,1
1405,1
104253,1
86789,1
97976,1
73623,0
70767,0
45115,1
118739,0
64272,1
54088,1
76597,0
76036,0
92516,0
23717,0
111167,1
56304,1
109112,0
23090,1
88466,1
101188,1
81212,0
44815,1
110622,0
9351,0
19543,0
68390,1
102931,0
62701,1
117517,0
39171,0
116314,0
87067,1
46953,0
48126,0
18092,1
109891,1
963,1
76201,0
1349,1
59731,1
90746,0
106406,1
2744,1
57758,0
1880,0
36630,0
68423,1
5866,1
85830,0
73799,0
34240,1
62865,0
28877,0
27759,1
95467,1
44034,0
14685,0
6517,1
40559,1
120670,0
45029,1
77805,1
58142,1
117525,0
51355,0
19384,0
5616,1
80186,1
118345,0
116574,1
113582,1
110075,1
60247,1
69740,0
105662,0
31206,1
94278,0
6559,1
86933,1
46726,1
97590,1
87501,0
22473,1
45686,1
115811,0
105131,0
47436,0
37717,0
80452,1
84430,0
38254,0
93347,1
2047,0
116806,1
70862,0
101826,1
5980,1
18425,1
5448,1
7057,1
46757,1
2072,0
28171,0
9338,0
93009,1
33078,0
73618,0
57341,0
13505,1
37754,0
18237,1
76061,0
37461,0
27227,1
114553,1
17947,1
101745,1
42165,0
67999,1
81613,0
93986,0
99571,0
115063,0
18786,0
13741,1
48691,0
57031,1
47899,0
39797,0
24777,1
119708,1
53659,1
81883,0
104129,1
21156,0
87901,0
86007,0
101733,1
18662,0
67369,1
55684,0
8547,1
21757,0
5374,1
57191,0
46919,0
62788,0
164,1
10912,0
17566,1
98047,1
49751,1
110626,0
104518,1
103379,1
117670,0
118675,1
6209,1
119969,0
9430,0
44524,1
121857,0
36477,0
3117,1
114824,0
50686,1
118099,1
21499,0
103010,0
62773,0
100348,0
90186,0
7884,1
33943,1
80586,1
53306,1
61043,0
9481,0
18775,0
18742,0
31344,1
97468,1
27203,1
30708,1
100094,0
25689,0
49191,0
90427,0
114661,0
81643,0
79898,0
12990,0
35610,1
27448,1
46595,1
51549,0
82191,0
30663,1
33599,1
41492,1
53845,1
104394,1
38347,1
88531,1
73573,1
18107,1
66667,0
99234,1
86003,0
69170,0
112268,0
86164,1
87947,0
93632,1
89604,1
106317,1
68527,0
107586,0
121331,1
59864,1
42312,0
44961,1
76171,0
18396,1
33222,0
62122,0
2584,0
59381,1
78963,1
119311,0
122465,1
67237,0
104113,1
113172,0
16404,0
97795,1
10744,0
50491,1
46616,1
37533,0
19524,0
39714,0
43742,0
19559,0
5352,1
17971,1
68750,1
16301,0
56944,1
58020,1
115639,0
117614,0
12878,0
10829,0
29626,1
107363,0
31243,1
56650,1
8289,1
111314,0
57317,0
9456,0
32604,0
1765,0
59820,1
63367,1
36851,0
122845,0
57764,0
44274,1
101022,0
33880,1
56981,1
97984,1
76959,0
27658,1
84093,1
8053,1
99963,1
121643,0
113441,0
33271,0
41557,0
111661,1
37428,0
27008,1
112487,0
698,1
116765,1
61392,0
68522,1
115347,0
115491,0
64419,0
69106,0
51216,0
51286,0
24824,1
88024,0
98087,0
51635,0
60337,1
625,1
100904,0
115141,0
2168,0
38864,0
88049,0
78823,0
39033,0
54737,0
83259,0
41960,0
101219,1
42906,1
100624,1
21254,0
103812,0
60755,1
36115,1
55844,0
43685,0
26778,1
89580,1
104062,1
99444,0
95741,0
9789,0
14424,0
47957,0
55558,0
89278,1
47735,0
43564,1
59005,0
45121,1
122998,0
110400,0
91630,1
101100,1
20942,1
25502,0
110683,0
50745,1
55930,0
93799,1
88737,1
36908,0
15321,1
92538,0
81781,0
103453,1
56857,1
109832,1
55454,0
34899,1
44323,1
5222,1
28458,0
13198,1
6812,1
100604,1
52829,1
13732,1
84949,1
60846,1
84889,1
37188,0
23526,0
53337,1
96609,1
57139,0
81608,0
121446,1
21619,1
14557,0
7828,1
57774,0
76431,1
92487,0
96697,1
100519,1
68914,0
60932,0
97072,0
30025,0
60807,1
71030,1
1384,1
115163,0
89293,1
96231,0
49991,0
45872,1
50532,0
4337,0
96125,0
80288,1
94742,0
32032,0
77725,1
97139,0
105429,1
76861,1
38595,1
108692,1
118279,0
99756,1
14657,0
39112,0
89837,1
15697,1
8960,1
102976,0
118075,1
89320,1
97164,0
26252,0
76191,0
20081,0
79398,0
60181,1
58428,1
45282,1
52660,1
92107,1
33110,0
7040,1
123371,1
41125,1
40215,0
35619,1
118985,1
10765,0
85542,0
39736,0
13756,1
72019,1
75632,0
120639,0
97809,1
102294,1
7823,1
30913,1
76354,1
59824,1
96112,0
81698,0
70693,1
95303,1
40608,1
73862,0
94691,0
48911,0
113359,1
71085,1
52461,1
102727,0
21894,0
42649,1
61454,0
73372,1
81857,0
29216,0
47214,0
89890,1
36075,1
97336,0
26621,1
19527,0
95628,0
4519,1
44144,0
27363,1
104528,1
86918,1
118299,0
24775,1
76696,1
80299,1
110878,0
84957,1
14825,0
72366,0
44256,1
106588,1
17651,1
37808,0
8739,1
20629,1
44097,0
884,1
26555,1
47737,0
12256,0
67692,0
55093,0
42267,0
33574,1
40010,1
72389,0
67302,1
94675,0
39048,0
103167,0
31278,1
120703,1
57528,0
26677,1
76119,0
100192,0
72073,0
73871,0
47363,0
57318,0
19242,0
15774,1
18067,1
70997,1
119149,0
41085,1
99886,1
67319,1
96745,1
62913,0
116773,1
110283,0
75699,1
90308,0
120679,0
101718,1
48891,0
83034,0
106058,0
122098,0
47723,0
107313,1
123853,0
24157,0
28019,1
436,1
54103,1
71803,1
73295,1
123005,0
76606,0
34438,1
20492,1
41727,0
122539,1
29112,0
60731,1
49822,1
3946,0
71242,1
90926,0
112038,1
546,1
64626,0
52950,1
11129,0
30963,1
40328,0
58118,1
80448,1
97190,0
109565,1
73459,1
99648,0
47641,0
45353,1
14247,1
752,1
90773,0
98345,0
17890,1
85156,1
72898,0
52376,1
33789,0
1478,1
86758,1
29116,0
119638,1
11558,0
15087,0
19051,0
80595,1
72398,0
40551,1
107378,0
79638,0
20088,0
89660,1
6359,1
55788,0
93068,1
112789,1
89396,1
91124,0
95166,1
55150,0
11861,0
64332,0
49493,1
31203,1
105376,1
98647,0
59349,1
69186,0
12545,0
92870,0
63553,1
39943,1
30187,1
37585,0
114784,0
43312,1
20555,1
93429,1
74558,1
105239,0
4080,1
39703,0
79234,0
96418,1
86449,1
84110,1
115801,0
23822,0
78856,0
63735,1
85226,1
44829,1
7770,1
56706,1
63343,1
72057,1
5792,1
104304,1
25803,0
74479,1
36314,0
104454,1
64797,0
117457,0
23240,1
27054,1
6483,1
10399,0
70235,1
41906,0
15311,1
56873,1
123035,0
63421,1
3737,1
75716,1
76145,0
36213,0
22274,1
39096,0
75825,1
76187,0
67548,1
61967,0
80537,1
30217,1
55498,0
99738,1
109582,1
118891,0
75601,0
69060,0
79377,0
28487,0
117258,0
108407,0
76881,1
40233,0
20017,0
90423,0
69771,0
24021,0
113485,0
63882,1
97777,1
91569,1
11626,0
9925,0
33419,0
84228,0
78646,0
111846,1
18437,1
76754,1
26839,1
118247,0
40976,1
116392,0
9187,0
57339,0
56913,1
50130,0
97710,1
69775,0
88800,1
60330,1
109046,0
48620,0
77767,1
12246,0
75682,1
3235,0
716,1
75834,1
33181,0
96807,0
4451,1
120646,0
93923,1
35479,1
81291,0
100436,1
101912,1
15969,0
11014,0
105306,0
53209,1
107748,1
93989,0
53078,1
105377,1
16222,0
24803,1
42304,0
118600,1
51170,0
71572,1
106441,1
78217,1
119705,1
22565,1
73989,1
39478,1
85320,1
75800,1
52567,1
67503,1
34926,1
72600,0
68063,1
13098,1
89852,1
10484,0
74753,0
96352,1
114732,0
39039,0
116285,0
16780,1
109053,0
9155,1
76991,0
36722,0
106217,0
71412,1
61871,0
18338,1
69004,0
117888,0
44073,0
60471,1
87335,1
104893,0
64380,0
48759,0
113528,0
71090,1
92727,0
101312,1
95091,1
69841,0
54283,0
39677,0
107264,1
82837,1
57350,0
19536,0
90789,0
9169,0
23643,0
108240,0
71701,1
34829,1
110325,0
10137,0
9420,0
26146,1
17919,1
66268,0
42513,0
117077,0
43709,0
14098,1
99127,1
47230,0
69324,0
19454,0
34086,1
65005,0
11601,0
23467,0
31557,1
47398,0
9358,0
74032,0
42709,0
64135,1
110113,1
19794,0
110523,0
6417,1
27646,1
53959,1
36352,0
44517,1
65649,1
8810,1
119374,1
83253,0
26664,1
117737,0
57494,0
78697,0
40125,1
118877,0
46426,1
39699,0
59667,1
92139,1
26429,1
47444,0
111856,1
108024,1
40886,1
94994,0
24912,1
70033,1
34214,1
102838,0
91804,1
94344,0
95282,1
59861,1
93161,1
21247,0
34909,1
88972,1
9543,0
34944,1
42868,1
4259,0
53007,1
65112,0
94743,0
5393,1
68747,1
76225,0
75192,0
35122,1
34887,1
119042,0
90156,0
101957,0
65639,1
76315,1
22493,1
49045,0
65699,1
89177,1
9918,0
2785,1
16319,0
38935,0
69924,1
92633,0
6067,1
47815,0
31955,0
176,1
24072,0
53057,1
44952,1
103090,0
2189,0
42885,1
23611,0
18960,0
120345,0
4468,1
66717,0
47967,0
33417,0
50166,0
18878,0
82193,0
94747,0
26915,1
88555,1
13557,1
1761,0
92179,1
26459,0
81142,1
50520,1
73394,1
23514,0
42603,1
50771,1
55086,0
3789,1
112638,0
107034,0
1965,0
8968,1
37960,0
41233,1
100042,0
4272,0
42199,0
48525,0
55587,0
14535,0
2861,1
89591,1
51053,1
49049,0
78143,1
31774,0
25894,0
67700,0
99527,0
87772,0
68268,1
121547,0
1061,1
460,1
70824,0
98390,0
112522,0
100031,0
100684,1
66515,0
123239,0
104206,1
43823,0
34203,1
57516,0
74059,1
113410,0
88587,1
109030,0
28034,1
72877,0
26635,1
13048,1
182,1
84410,0
47944,0
23168,1
123341,0
82146,0
77833,1
6519,1
35782,1
94534,0
297,1
64864,0
91395,0
44860,1
36560,0
8216,1
36013,1
38201,0
90623,0
112998,1
60458,1
53837,1
7067,1
116933,1
30047,0
57662,0
20105,0
99380,0
7329,1
36361,0
66271,0
3725,1
106612,1
95489,1
108216,0
82008,0
93488,1
72059,1
437,1
28139,0
47858,0
110913,0
85255,1
41791,0
92150,1
58895,0
32169,0
99334,1
121583,0
71174,1
98650,0
19548,0
32110,0
16695,1
26871,1
101855,1
29306,0
84515,0
58339,1
36147,1
67317,1
110136,1
52751,1
42449,0
8777,1
40796,1
38265,1
6792,1
23469,0
112467,0
71720,1
74475,1
60764,1
10835,0
121365,1
2875,1
60295,1
11334,0
89222,1
11661,0
114782,0
19850,0
119510,1
32855,1
121776,0
52965,1
70643,1
27130,1
38843,0
75894,1
55799,0
12948,0
36272,0
37300,0
24418,0
43353,1
14438,0
86255,0
121909,0
101038,0
13523,1
20034,0
33790,0
118426,1
66578,0
103210,0
30833,1
65004,0
61815,0
61598,0
89879,1
104065,1
88802,1
36332,0
116706,1
63547,1
104176,1
100015,1
26772,1
13813,1
29279,0
36823,0
79219,0
67000,1
100484,1
119492,1
96435,1
29789,1
86132,1
69832,0
88498,1
12851,0
45336,1
67822,0
83558,0
92603,0
